eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,crit1,crit2,crit3,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,date
199107000000.0,1991,7,1,0,75,Germany,8,Western Europe,Berlin,Berlin,52.50153,13.401851,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,1,Business,7.0,Retail/Grocery/Bakery,Kaiser Supermarket Chain,Supermarket,Germany,1991-07-01
199108000000.0,1991,8,1,0,60,Egypt,10,Middle East & North Africa,Giza,Giza,30.022924,31.185192,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police,Policeman,Egypt,1991-08-01
199109000000.0,1991,9,1,0,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Yemeni National Grouping Party,Party Leader Omar Al-Jawi*,Yemen,1991-09-01
199110000000.0,1991,10,1,0,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,Street Near San Marcos Stadium,Peru,1991-10-01
199111000000.0,1991,11,1,0,75,Germany,8,Western Europe,Hamburg,Hamburg,53.553813,9.991586,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,Street Near St. Pauli District,Germany,1991-11-01
199112000000.0,1991,12,1,0,90,Hungary,9,Eastern Europe,Budapest,Budapest,47.498406,19.040758,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Turkey State Dept,Ambassador Bedrettin Tunabas,Turkey,1991-12-01
199201000000.0,1992,1,1,0,185,Spain,8,Western Europe,Basque Country,Vizcaya district,43.224079,-2.718935,3.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,1,Business,,Unknown,,Businessman Julian Cormenzaga,Spain,1992-01-01
199202000000.0,1992,2,1,0,103,Kazakhstan,7,Central Asia,South Kazakhstan,Shymkent,42.316667,69.595833,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,4,Hijacking,6,Airports & Aircraft,42.0,Aircraft (not at an airport),,Aircraft,Kazakhstan,1992-02-01
199203000000.0,1992,3,1,0,45,Colombia,3,South America,Atlantico,Barranquilla,10.981412,-74.778319,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,"10 Persons ( 7 Male, 3 Female)",Colombia,1992-03-01
199204000000.0,1992,4,1,0,8,Angola,11,Sub-Saharan Africa,Bengo,Cabo Ledo,-9.676348,13.195386,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,Portuguese Family,Portugal,1992-04-01
199205000000.0,1992,5,1,0,166,Romania,9,Eastern Europe,Bucharest,Bucharest,44.433333,26.1,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,20,Unknown,,Unknown,,"Unk, Probably Israeli Facility",Israel,1992-05-01
199206000000.0,1992,6,1,0,141,Nepal,6,South Asia,Eastern,Sankhuwasabha district,27.614192,87.14229,3.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,84.0,Political Party Member/Rally,Nepali Congress Party,4 Party Activists,Nepal,1992-06-01
199207000000.0,1992,7,1,0,160,Philippines,5,Southeast Asia,Lanao del Norte,Iligan,8.240043,124.244766,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Mindanao Philippine Post,Publisher Danilo Vergara,Philippines,1992-07-01
199208000000.0,1992,8,1,0,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,11,Maritime,,Unknown,,Kemari Boating Basin,Pakistan,1992-08-01
199209000000.0,1992,9,1,0,106,Kuwait,10,Middle East & North Africa,Ahmadi,Unknown,29.083333,48.083333,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,1,Business,4.0,Multinational Corporation,Santa Fe Oil Company*,Facility,Kuwait,1992-09-01
199210000000.0,1992,10,1,0,60,Egypt,10,Middle East & North Africa,Minya,Mawas,27.641389,30.849444,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,11,Maritime,58.0,Commercial Maritime,,Cruising Vessel Nile Elite,Egypt,1992-10-01
199211000000.0,1992,11,1,0,45,Colombia,3,South America,Valle del Cauca,Restrepo,3.821611,-76.522252,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Govt,Town Of Restrepo,Colombia,1992-11-01
199212000000.0,1992,12,1,0,217,United States,1,North America,California,Paramount,33.88946,-118.159791,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,"House Of African American In Paramount, California",United States,1992-12-01
199401000000.0,1994,1,1,0,217,United States,1,North America,Montana,Helena,46.58976,-112.021204,1.0,0.0,Trees Next To Clinic.,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,5,Abortion Related,40.0,Clinics,Planned Parenthood,Intermountain Planned Parenthood,United States,1994-01-01
199402000000.0,1994,2,1,0,136,Morocco,10,Middle East & North Africa,Fes-Boulemane,Fez,34.033283,-4.999956,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,8,Educational Institution,49.0,School/University/Educational Building,Unem Student Union,"Law Students, Fez University",Algeria,1994-02-01
199403000000.0,1994,3,1,0,153,Pakistan,6,South Asia,North-West Frontier Province,Peshawar,34.006004,71.53743,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,Afghan Refugees,Afghanistan,1994-03-01
199404000000.0,1994,4,1,0,209,Turkey,10,Middle East & North Africa,Agri,Unknown,39.631847,43.019825,4.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Military,Unit,Turkey,1994-04-01
199405000000.0,1994,5,1,0,209,Turkey,10,Middle East & North Africa,Agri,Uzunyazi,39.788172,42.746941,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Military,Unit,Turkey,1994-05-01
199406000000.0,1994,6,1,0,167,Russia,9,Eastern Europe,Moscow,Moscow,55.751377,37.579914,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)",Government,Moscow City Council Deputy,Russia,1994-06-01
199407000000.0,1994,7,1,0,11,Argentina,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,108.0,Oil,State Power Company,Power Pylon,Argentina,1994-07-01
199408000000.0,1994,8,1,0,205,Thailand,5,Southeast Asia,Chiang Mai,Chiang Mai,18.790977,98.960776,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,1,Business,,Unknown,Unk,"Antiques Trader Guy Morison, 36",Great Britain,1994-08-01
199409000000.0,1994,9,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,14,Private Citizens & Property,69.0,Religion Identified,Catholic Religion,Catholic Taxi Driver,Great Britain,1994-09-01
199410000000.0,1994,10,1,0,185,Spain,8,Western Europe,Basque Country,Bilbao,43.258434,-2.921819,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,1,Business,3.0,Bank/Commerce,Unk,U/L Bank,Spain,1994-10-01
199411000000.0,1994,11,1,0,104,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.28518,36.821107,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Political Opposition (Ford),Kenya,1994-11-01
199412000000.0,1994,12,1,0,160,Philippines,5,Southeast Asia,Metropolitian Manila,Makati,14.549431,121.033592,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,,Greenbelt Theater Iii,Philippines,1994-12-01
199501000000.0,1995,1,1,0,217,United States,1,North America,New Mexico,Albuquerque,35.08418,-106.648639,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,7,Facility/Infrastructure Attack,5,Abortion Related,40.0,Clinics,Abortion And Reproductive Health Services,Clinic,United States,1995-01-01
199502000000.0,1995,2,1,0,167,Russia,9,Eastern Europe,Moscow,Zaraisk,54.766667,38.883333,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Unk,Russian Parliamentrian,Russia,1995-02-01
199503000000.0,1995,3,1,0,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Netzarim,31.502407,34.459743,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,19,Transportation,104.0,Highway/Road/Toll/Traffic Signal,,Road,Israel,1995-03-01
199504000000.0,1995,4,1,0,174,Senegal,11,Sub-Saharan Africa,Matam,Boulome,14.816667,-13.016667,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,2,Government (General),18.0,"Government Personnel (excluding police, military)",,Village Leader,Senegal,1995-04-01
199505000000.0,1995,5,1,0,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Gaza,31.502407,34.459743,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,Palestinians,West Bank and Gaza Strip,1995-05-01
199506000000.0,1995,6,1,0,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,7,Government (Diplomatic),46.0,Embassy/Consulate,Japense State Dept,Japense Cultural Center,Japan,1995-06-01
199507000000.0,1995,7,1,0,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Govt,Policeman,Pakistan,1995-07-01
199508000000.0,1995,8,1,0,202,Tajikistan,7,Central Asia,Dushanbe,Dushanbe,38.552185,68.767441,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Parliamentary Deputy,Tajikistan,1995-08-01
199509000000.0,1995,9,1,0,186,Sri Lanka,6,South Asia,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,2,Government (General),14.0,Judge/Attorney/Court,Eelam People'S Democratic Party,"Douglas Devananda, Leader",Sri Lanka,1995-09-01
199510000000.0,1995,10,1,0,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,South Bougainville district,-6.684199,155.714306,3.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,9,Unknown,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Military,Military Vehicle,Papua New Guinea,1995-10-01
199511000000.0,1995,11,1,0,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,,Migrant Workers From Punjab Prov.,Pakistan,1995-11-01
199512000000.0,1995,12,1,0,153,Pakistan,6,South Asia,Punjab,Lahore,31.50547,74.34288,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,99.0,Bus (excluding tourists),,Bus,Pakistan,1995-12-01
199601000000.0,1996,1,1,0,69,France,8,Western Europe,Corsica,Porto-Vecchio,41.591369,9.278311,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,1,Business,,Unknown,,Ofc Bldgs,France,1996-01-01
199602000000.0,1996,2,1,0,177,Sierra Leone,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,1,Business,,Unknown,Executive Outcomes,Sec. Advisors,South Africa,1996-02-01
199603000000.0,1996,3,1,0,69,France,8,Western Europe,Champagne-Ardenne,Reims,49.258329,4.031696,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,73.0,Vehicles/Transportation,,Cars Set On Fire (5),France,1996-03-01
199604000000.0,1996,4,1,0,117,Macau,4,East Asia,Macau,macao,22.192266,113.547631,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,1,Business,,Unknown,U/I Business,Home Of U/I Businesswoman,Unknown,1996-04-01
199605000000.0,1996,5,1,0,69,France,8,Western Europe,Corsica,Vescovato,42.492576,9.439183,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,3,Police,22.0,"Police Building (headquarters, station, school)",,Police Barracks,France,1996-05-01
199606000000.0,1996,6,1,0,69,France,8,Western Europe,Corsica,Solenzara,41.857045,9.399654,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,11,Maritime,57.0,Civilian Maritime,,Yacht (Foreigners),France,1996-06-01
199607000000.0,1996,7,1,0,186,Sri Lanka,6,South Asia,Uva,Meegaskapella,6.954722,81.488889,2.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,3,Bombing/Explosion,4,Military,29.0,Military Unit/Patrol/Convoy,Govt,Army Mine-Clearing Patrol,Sri Lanka,1996-07-01
199608000000.0,1996,8,1,0,69,France,8,Western Europe,Corsica,Ville de Pietrabugno,42.714152,9.431706,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,,State Audit Agency,France,1996-08-01
199609000000.0,1996,9,1,0,69,France,8,Western Europe,Corsica,Unknown,41.918891,8.737554,4.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,,Post Office (Six Cities),France,1996-09-01
199610000000.0,1996,10,1,0,69,France,8,Western Europe,Corsica,Ajaccio,41.930607,8.742907,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,,Discotheque,France,1996-10-01
199611000000.0,1996,11,1,0,69,France,8,Western Europe,Corsica,Levie,41.702751,9.123025,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Mayors Car,France,1996-11-01
199612000000.0,1996,12,1,0,69,France,8,Western Europe,Corsica,Saint-Florent,42.681855,9.303746,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,,Military Barracks,France,1996-12-01
199701000000.0,1997,1,1,0,141,Nepal,6,South Asia,Central,Bethan,27.493003,85.824033,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Government,Police Department,Nepal,1997-01-01
199702000000.0,1997,2,1,0,92,India,6,South Asia,Haryana,Panipat,29.390946,76.963502,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,99.0,Bus (excluding tourists),,Bus,India,1997-02-01
199703000000.0,1997,3,1,0,44,China,4,East Asia,Xinjiang,Urumqi,43.825645,87.616823,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Government,Bldg. Housing Security Officials Meeting,China,1997-03-01
199704000000.0,1997,3,1,0,6,Algeria,10,Middle East & North Africa,Medea Province,Thalit,35.832368,2.670058,1.0,0.0,"Thalit Village, Approximately 70 Kilometers Southwest Of Algiers",1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Villagers In Thalit Village,Algeria,1997-03-01
199705000000.0,1997,5,1,0,115,Lithuania,9,Eastern Europe,Vilnius,Vilnius,54.689386,25.280024,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,74.0,Marketplace/Plaza/Square,Kalvariju Market,Exploded In Garbage Container,Lithuania,1997-05-01
199706000000.0,1997,6,1,1,157,Papua New Guinea,12,Australasia & Oceania,Bougainville,Tinputz,-5.55014,155.007525,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Melanesian Alliance Party (Map),Mp John Momist And Supporter James Billy,Papua New Guinea,1997-06-01
199707000000.0,1997,7,1,0,92,India,6,South Asia,Andhra Pradesh,Machareddi,18.331457,78.496504,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,83.0,Protester,Congress Party,Convoy Of Activists,India,1997-07-01
199708000000.0,1997,8,1,0,130,Mexico,1,North America,Aguascalientes,Aguascalientes,21.881796,-102.29127,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,Town,Mexico,1997-08-01
199709000000.0,1997,9,1,0,167,Russia,9,Eastern Europe,Dagestan,Khasavyurt,43.248554,46.597836,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),3,Police,25.0,Police Security Forces/Officers,Govt,Policemen,Russia,1997-09-01
199710000000.0,1997,10,1,0,92,India,6,South Asia,Uttar Pradesh,Ghaziabad,28.67104,77.415333,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,,Train,India,1997-10-01
199711000000.0,1997,11,1,0,92,India,6,South Asia,Uttar Pradesh,Ikhu,27.857788,77.79062,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,2,Government (General),17.0,Head of State,,Pm Convoy (Ambush),India,1997-11-01
199712000000.0,1997,12,1,0,92,India,6,South Asia,Unknown,Bathe-Lakshmanpur,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Cpi-Ml,Villagers,India,1997-12-01
199801000000.0,1998,1,1,0,34,Burundi,11,Sub-Saharan Africa,Bujumbura Mairie,Bujumbura,-3.375828,29.364107,1.0,0.0,The Incident Occurred At Bujumbura Airport.,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Burundi Military,Burundi Military At Bujumbura Airport,Burundi,1998-01-01
199802000000.0,1998,2,1,0,186,Sri Lanka,6,South Asia,Northern,Kilinochchi,9.380289,80.377,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,9,Unknown,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Sri Lankan Army,Sri Lankan Troops,Sri Lanka,1998-02-01
199803000000.0,1998,3,1,0,235,Yugoslavia,9,Eastern Europe,Kosovo and Metohija,Glogovac,42.602636,20.902977,3.0,1.0,This Incident Occurred Near Glogovac.,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Federal Republic Of Yugoslavia (Fry) Police,Police Officers Near Glogovac,Serbia-Montenegro,1998-03-01
199804000000.0,1998,4,1,1,45,Colombia,3,South America,Bogota,Bogota,4.667128,-74.106056,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,4.0,Multinational Corporation,U.S. Civilian,"Donald Lee Cary, Retired Exxon Executive",United States,1998-04-01
199805000000.0,1998,5,1,0,117,Macau,4,East Asia,Macau,Macau,22.19328,113.548296,1.0,0.0,This Incident Occurred 43 Miles Outside Of Hong Kong.,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Judiciary Police Director,"Judiciary Police Director Dr. Antonio Marques Baptista Near Hong Kong, China",China,1998-05-01
199806000000.0,1998,6,1,1,45,Colombia,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,12.0,Construction,Civilian,"Edward Leonard, Employee Of An Unnamed Canadian Drilling Company",Canada,1998-06-01
199807000000.0,1998,7,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Aldergrove,54.649447,-6.213575,1.0,0.0,Antrim (County),1.0,1.0,1.0,1.0,1.0,0.0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86.0,Place of Worship,Roman Catholic Church,St. James Chapel In Aldergrove,Northern Ireland,1998-07-01
199808000000.0,1998,8,1,0,213,Uganda,11,Sub-Saharan Africa,Western,Kasese,0.066857,30.065281,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,Kasese Electric Transformer,"Kasese Electric Transformer In Kasese, Uganda",Uganda,1998-08-01
199809000000.0,1998,9,1,0,8,Angola,11,Sub-Saharan Africa,Bie,Malengue,-13.913801,16.817361,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians In The Malengue Commune,Angola,1998-09-01
199810000000.0,1998,10,1,0,21,Belgium,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,Israeli Ministry Of Foreign Affairs,"Israeli Embassy In Brussels, Belgium",Israel,1998-10-01
199811000000.0,1998,11,1,0,228,Yemen,10,Middle East & North Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,The Incident Occurred At An Oil Pipeline In An Uncdisclosed Location.,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,1.0,Gas/Oil/Electric,Hunt Oil Company,Hunt Oil Company Pipeline,United States,1998-11-01
199812000000.0,1998,12,1,0,209,Turkey,10,Middle East & North Africa,Diyarbakir,Diyarbakir,37.922218,40.184376,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3,Bombing/Explosion,1,Business,,Unknown,Civilians,"Civilians On Ataturk Street, In The Lice District, Diyarbakir, Turkey.",Turkey,1998-12-01
199901000000.0,1999,1,10,0,45,Colombia,3,South America,Putumayo,Unknown,0.435951,-75.52767,4.0,0.0,In A Jungle Area In Southern Putumayo Province,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Male Peasants Living In Putumayo Province,Colombia,1999-01-10
199902000000.0,1999,2,1,1,213,Uganda,11,Sub-Saharan Africa,Central,Bwindi,-0.7,31.75,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),18,Tourists,97.0,Tourist,Tourists,"Tourists In Bwindi, Uganda",Multinational,1999-02-01
199903000000.0,1999,3,1,0,209,Turkey,10,Middle East & North Africa,Bursa,Bursa,40.188627,29.06085,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Democratic Left Party,"Democratic Left Party Headquarters In Bursa, Turkey",Turkey,1999-03-01
199904000000.0,1999,4,1,0,110,Lebanon,10,Middle East & North Africa,South,Unknown,33.197787,35.256646,4.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,20,Unknown,,Unknown,,,Unknown,1999-04-01
199905000000.0,1999,5,1,0,217,United States,1,North America,Washington,Cle Elum,47.19504,-120.939419,3.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,1,Business,5.0,Industrial/Textiles/Factory,Chip Mill,"Log Loader At Chip Mill Near Cle Elum, Wa",United States,1999-05-01
199906000000.0,1999,6,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1.0,0.0,Londonderry (County),1.0,1.0,1.0,0.0,1.0,0.0,8,Unarmed Assault,14,Private Citizens & Property,76.0,House/Apartment/Residence,Civilians,Civilians In A House In Londonderry,Northern Ireland,1999-06-01
199907000000.0,1999,7,1,0,198,Sweden,8,Western Europe,Skane,Malmo,55.603331,13.001303,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Swedish Police,"Two Police Officers In Malmo, Sweden",Sweden,1999-07-01
199908000000.0,1999,8,1,0,217,United States,1,North America,Pennsylvania,Unknown,41.203322,-77.194525,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,8,Unarmed Assault,1,Business,9.0,Farm/Ranch,Fur Ranch In Pennsylvania,Fur Rancher'S Wife In Pennsylvania,United States,1999-08-01
199909000000.0,1999,9,1,0,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Jowhar,2.777264,45.500641,1.0,1.0,This Incident Occurred On A Road Between Jowhar And Afgoi.,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",Unicef,Ayub Sheikh Yerow,International,1999-09-01
199910000000.0,1999,10,1,0,235,Yugoslavia,9,Eastern Europe,Belgrade (District),Zemun,44.836088,20.41152,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Municipal Serbian Radical Party (Srs),A Building Belonging To The Municipal Serbian Radical Party (Srs) In Zemun,Serbia-Montenegro,1999-10-01
199911000000.0,1999,11,1,0,141,Nepal,6,South Asia,Mid-Western,Rolpa district,28.383435,82.648299,3.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Nepal Police,Police Checkpoint In Rolpa,Nepal,1999-11-01
